     MetID    Y  M  D      TAM      NNM      UUM      FFM       RR
    888002 2009  1  1     -8.2      1.6     86.0      0.6      4.3
    888002 2009  1  2    -10.0      4.8     86.0      0.8      0.0
    888002 2009  1  3     -5.9      4.9     88.8      1.1      6.9
    888002 2009  1  4    -11.2      0.9     85.0      0.7      5.9
    888002 2009  1  5    -14.2      4.2     82.3      0.6      0.1
    888002 2009  1  6     -3.4      7.1     85.9      2.0      7.6
    888002 2009  1  7     -9.4      3.8     84.2      1.1     28.1
    888002 2009  1  8     -2.4      7.6     90.1      2.0     17.7
    888002 2009  1  9      0.9      6.8     91.9      1.6     54.5
    888002 2009  1 10      2.9      6.3     69.7      3.3      5.8
    888002 2009  1 11      4.3      7.8     85.2      3.0     19.2
    888002 2009  1 12      5.0      7.6     86.7      2.7    114.7
    888002 2009  1 13      3.2      6.5     79.7      3.2     33.3
    888002 2009  1 14     -0.7      4.1     87.3      1.1     14.0
    888002 2009  1 15     -4.2      2.5     77.3      2.3      0.0
    888002 2009  1 16      1.1      7.7     54.8      4.4      0.0
    888002 2009  1 17      3.2      7.4     50.3      5.2      0.0
    888002 2009  1 18      2.2      7.4     56.1      4.9      0.6
    888002 2009  1 19      3.2      5.1     55.3      3.8      2.5
    888002 2009  1 20      1.2      7.6     72.5      3.3      0.0
    888002 2009  1 21      1.0      7.4     87.9      2.4     20.6
    888002 2009  1 22      1.9      5.5     68.1      3.6     35.4
    888002 2009  1 23      2.8      7.6     57.6      4.1      2.9
    888002 2009  1 24      2.2      7.7     64.4      2.8      1.3
    888002 2009  1 25     -1.7      3.4     75.0      2.5      0.7
    888002 2009  1 26     -2.6      5.2     69.3      2.2      0.1
    888002 2009  1 27     -5.2      6.6     77.5      1.5      0.0
    888002 2009  1 28     -0.4      7.6     88.6      1.1      0.5
    888002 2009  1 29     -1.6      6.6     90.9      1.1      4.9
    888002 2009  1 30     -7.1      2.1     84.8      0.9      0.2
    888002 2009  1 31     -8.7      1.8     82.9      1.0      0.0
    888002 2009  2  1     -9.5      5.7     84.6      0.8      0.0
    888002 2009  2  2     -9.2      1.5     80.9      0.9      0.0
    888002 2009  2  3     -9.7      3.1     78.2      0.8      0.0
    888002 2009  2  4     -5.8      7.9     86.7      0.7      0.5
    888002 2009  2  5     -3.8      7.2     90.5      0.6     16.1
    888002 2009  2  6     -5.6      7.6     88.0      0.8      4.8
    888002 2009  2  7     -5.9      5.6     86.8      0.7      1.2
    888002 2009  2  8    -13.4      2.4     83.8      0.7      0.0
    888002 2009  2  9     -9.8      6.2     85.6      0.8      1.8
    888002 2009  2 10    -12.4      1.8     83.2      0.6      5.6
    888002 2009  2 11    -10.7      4.4     83.3      0.8      0.2
    888002 2009  2 12     -7.5      5.6     86.4      0.8      0.4
    888002 2009  2 13    -11.1      1.5     85.1      0.9      0.6
    888002 2009  2 14    -11.8      6.2     82.0      0.7      0.1
    888002 2009  2 15     -3.4      7.7     90.2      0.9     19.8
    888002 2009  2 16     -0.5      7.8     90.3      1.1     20.7
    888002 2009  2 17     -0.4      7.8     88.3      1.6     12.0
    888002 2009  2 18     -0.6      7.7     91.8      0.7     13.2
    888002 2009  2 19      0.1      7.8     92.5      0.8      6.6
    888002 2009  2 20      0.5      7.4     89.1      1.0      3.0
    888002 2009  2 21      0.0      7.9     92.9      1.3     13.3
    888002 2009  2 22      2.5      7.5     89.0      2.1     61.0
    888002 2009  2 23      0.9      5.2     83.4      1.7      7.1
    888002 2009  2 24     -0.4      7.6     90.9      0.9      2.7
    888002 2009  2 25      0.5      7.6     91.8      1.4     10.3
    888002 2009  2 26      0.9      5.3     85.3      1.5     18.4
    888002 2009  2 27     -1.7      4.1     74.2      1.5      2.7
    888002 2009  2 28     -3.8      7.5     77.9      2.4      0.3
    888002 2009  3  1     -1.3      7.9     87.0      1.9     29.9
    888002 2009  3  2      0.5      7.5     86.1      1.5     15.4
    888002 2009  3  3      2.2      6.1     70.8      2.2     10.3
    888002 2009  3  4      4.8      7.2     52.8      3.9      0.6
    888002 2009  3  5      4.0      6.4     51.2      4.3      0.0
    888002 2009  3  6      2.0      7.9     74.9      2.4      0.3
    888002 2009  3  7      1.8      7.5     67.6      2.7      4.1
    888002 2009  3  8      1.5      7.1     74.4      3.4      8.0
    888002 2009  3  9      1.9      7.5     73.3      2.6      7.4
    888002 2009  3 10     -0.1      6.6     87.3      1.3      9.8
    888002 2009  3 11     -0.6      4.8     81.2      1.2      7.2
    888002 2009  3 12     -0.3      7.8     86.0      2.1     10.3
    888002 2009  3 13      0.7      6.8     89.7      1.3     29.5
    888002 2009  3 14      1.8      6.3     78.8      1.7     12.1
    888002 2009  3 15      0.1      7.2     80.3      1.2      0.0
    888002 2009  3 16      1.0      7.6     91.4      1.4     24.8
    888002 2009  3 17      1.9      6.4     73.8      2.8     24.3
    888002 2009  3 18      2.3      6.3     78.7      1.7     10.2
