     MetID    Y  M  D      TAM      NNM      UUM      FFM       RR
    888003 2009  1  1    -12.0      1.0     78.6      2.2      0.2
    888003 2009  1  2    -13.3      1.6     79.6      2.6      0.0
    888003 2009  1  3     -4.2      4.3     75.0      2.3      0.0
    888003 2009  1  4    -16.6      0.9     81.8      2.3      0.9
    888003 2009  1  5    -15.6      3.1     78.1      2.3      0.0
    888003 2009  1  6     -1.6      4.6     69.6      3.3      0.2
    888003 2009  1  7    -11.1      2.6     71.6      2.4      1.0
    888003 2009  1  8     -2.6      5.2     73.5      3.9      0.1
    888003 2009  1  9      4.7      3.1     71.4      2.9      0.3
    888003 2009  1 10     -2.7      3.9     71.4      2.7      0.1
    888003 2009  1 11      3.6      5.9     74.2      4.0      0.0
    888003 2009  1 12      5.5      5.4     76.2      3.8      0.6
    888003 2009  1 13      2.5      2.0     68.4      3.5      0.7
    888003 2009  1 14     -2.9      0.9     69.3      2.3      0.0
    888003 2009  1 15     -8.0      5.8     78.1      1.5      0.0
    888003 2009  1 16     -9.1      7.9     82.8      2.5      0.1
    888003 2009  1 17     -6.3      7.9     88.6      2.7      2.7
    888003 2009  1 18     -5.5      7.9     87.4      2.9      2.0
    888003 2009  1 19     -4.4      7.8     90.6      1.6     15.7
    888003 2009  1 20     -2.4      7.8     89.2      2.6      3.8
    888003 2009  1 21     -0.3      7.5     86.2      2.8      3.6
    888003 2009  1 22     -1.5      6.9     87.1      3.4      2.5
    888003 2009  1 23     -3.2      7.9     87.9      3.8      2.1
    888003 2009  1 24     -2.2      7.9     88.0      3.1      5.0
    888003 2009  1 25     -2.8      7.8     91.3      0.8     14.6
    888003 2009  1 26     -4.6      7.7     87.3      1.0      0.8
    888003 2009  1 27    -11.6      5.6     86.0      1.1      0.0
    888003 2009  1 28    -10.6      5.7     87.4      0.9      0.8
    888003 2009  1 29     -9.5      6.2     89.6      1.0      1.7
    888003 2009  1 30    -13.6      1.0     85.8      1.3      1.0
    888003 2009  1 31    -16.4      0.6     82.8      1.3      0.2
    888003 2009  2  1    -17.0      4.9     84.5      0.9      0.0
    888003 2009  2  2    -14.3      0.6     83.0      0.8      0.0
