     MetID    Y  M  D      TAM      NNM      UUM      FFM       RR
    888006 2009  1  1    -10.9      2.4     77.9      2.1      0.2
    888006 2009  1  2     -8.9      4.0     83.4      4.1      0.0
    888006 2009  1  3     -4.0      4.8     84.4      4.0      3.6
    888006 2009  1  4    -13.5      1.7     78.9      1.9      1.5
    888006 2009  1  5    -11.2      3.8     78.9      3.3      0.0
    888006 2009  1  6     -3.7      6.4     81.4      6.5      2.3
    888006 2009  1  7     -8.7      3.3     75.7      3.7      4.5
    888006 2009  1  8     -1.6      6.7     89.1      6.5      2.5
    888006 2009  1  9      1.8      5.8     88.3      5.1      7.4
    888006 2009  1 10     -0.1      5.7     70.6      6.1      0.6
    888006 2009  1 11      2.2      7.4     85.0      7.1      9.3
    888006 2009  1 12      2.6      7.1     86.8      6.2      7.7
    888006 2009  1 13     -0.0      4.9     82.4      6.6     21.8
    888006 2009  1 14     -3.8      3.2     81.0      3.0      2.6
    888006 2009  1 15     -7.4      2.8     73.2      3.6      0.0
    888006 2009  1 16     -3.8      7.5     67.6      6.4      0.2
    888006 2009  1 17     -2.6      7.5     67.2      7.2      0.2
    888006 2009  1 18     -3.2      7.5     70.2      7.3      0.0
    888006 2009  1 19     -1.7      6.1     70.0      5.3      0.5
    888006 2009  1 20     -2.1      7.5     75.8      5.5      0.3
    888006 2009  1 21     -0.6      6.9     82.5      4.8      0.8
    888006 2009  1 22     -1.3      5.8     71.6      6.0      3.5
    888006 2009  1 23     -1.7      7.6     69.4      6.7      0.2
    888006 2009  1 24     -1.8      7.6     72.3      5.7      0.2
    888006 2009  1 25     -5.9      5.3     75.7      2.8      0.5
    888006 2009  1 26     -8.1      5.5     73.5      2.6      0.2
    888006 2009  1 27     -8.1      5.7     77.1      2.2      0.1
    888006 2009  1 28     -1.8      6.7     85.2      2.0      0.2
    888006 2009  1 29     -6.0      5.9     84.6      2.1      0.1
    888006 2009  1 30     -8.0      2.6     73.2      2.2      0.0
    888006 2009  1 31     -9.2      2.0     71.1      2.2      0.0
    888006 2009  2  1     -8.4      4.9     73.4      1.7      0.2
    888006 2009  2  2     -6.0      1.7     65.8      2.4      0.0
    888006 2009  2  3     -9.9      3.7     67.5      2.1      0.0
    888006 2009  2  4     -6.1      7.7     84.3      2.1      1.1
    888006 2009  2  5     -6.1      6.5     87.7      1.8      5.8
    888006 2009  2  6     -7.2      7.5     84.3      2.2      2.4
    888006 2009  2  7     -8.1      6.2     84.1      1.9      2.7
    888006 2009  2  8    -13.0      4.0     80.2      2.8      2.1
    888006 2009  2  9     -7.8      4.5     81.9      3.1      0.3
    888006 2009  2 10    -14.5      2.4     77.9      2.0      0.3
    888006 2009  2 11    -11.1      2.9     78.6      2.3      0.0
    888006 2009  2 12     -8.3      3.9     83.2      2.2      0.0
    888006 2009  2 13    -12.6      2.3     81.4      1.9      0.0
    888006 2009  2 14    -10.7      4.7     79.7      2.1      0.0
    888006 2009  2 15     -5.2      7.5     89.3      2.0     13.3
    888006 2009  2 16     -2.7      7.7     88.0      2.7      8.9
    888006 2009  2 17     -3.7      7.6     86.4      3.3      0.5
    888006 2009  2 18     -2.0      7.2     89.6      2.0      5.9
    888006 2009  2 19     -0.8      7.4     92.3      2.5      0.1
    888006 2009  2 20     -1.5      7.3     87.7      2.6      0.9
    888006 2009  2 21     -0.5      7.8     91.7      3.3      4.1
    888006 2009  2 22     -0.1      6.9     90.3      4.7     21.3
    888006 2009  2 23     -1.6      5.1     82.2      3.5      6.7
    888006 2009  2 24     -1.6      6.9     88.5      3.7      0.0
    888006 2009  2 25     -0.6      7.1     90.0      3.4      1.3
    888006 2009  2 26     -3.0      4.7     83.9      2.4      5.9
    888006 2009  2 27     -6.2      3.9     74.5      3.5      0.2
    888006 2009  2 28     -7.9      6.9     73.2      3.2      0.0
    888006 2009  3  1     -3.4      7.9     84.1      4.0      9.4
    888006 2009  3  2     -2.0      7.2     82.9      2.8      3.6
    888006 2009  3  3     -1.7      5.7     73.8      4.3      1.2
    888006 2009  3  4     -0.2      7.3     67.1      6.9      0.1
    888006 2009  3  5     -1.8      6.8     67.3      6.1      0.6
    888006 2009  3  6     -0.9      7.7     76.0      4.6      0.1
    888006 2009  3  7     -2.7      7.5     75.1      4.4      1.5
    888006 2009  3  8     -2.4      7.0     75.8      5.6      0.7
    888006 2009  3  9     -1.1      7.1     71.9      4.8      0.7
    888006 2009  3 10     -1.8      6.0     79.4      2.4      2.0
    888006 2009  3 11     -3.2      3.6     77.5      2.4      0.5
    888006 2009  3 12     -3.1      7.7     83.5      3.8      0.7
    888006 2009  3 13     -1.9      6.6     88.1      3.2      7.6
    888006 2009  3 14     -2.5      5.2     78.9      2.5      0.3
    888006 2009  3 15     -2.3      6.2     79.6      2.4      0.0
    888006 2009  3 16     -1.2      7.1     88.7      3.6      7.2
    888006 2009  3 17     -2.6      5.3     76.6      5.9     14.7
    888006 2009  3 18     -1.1      5.5     77.6      3.8     11.2
    888006 2009  3 19     -5.3      2.0     73.7      2.1      0.0
    888006 2009  3 20     -4.8      4.1     74.8      2.8      0.0
    888006 2009  3 21     -4.0      5.8     76.4      2.8      0.0
    888006 2009  3 22     -3.1      6.5     83.1      4.4      1.9
    888006 2009  3 23     -4.9      3.9     69.1      3.1      4.5
    888006 2009  3 24     -7.3      2.8     58.7      2.6      0.0
    888006 2009  3 25     -6.1      4.9     65.5      2.6      0.0
    888006 2009  3 26     -5.5      5.8     65.5      4.9      0.0
    888006 2009  3 27     -5.8      7.3     64.6      5.2      1.2
    888006 2009  3 28     -5.5      6.0     69.8      2.4      0.9
    888006 2009  3 29     -5.3      4.8     70.1      2.6      0.0
    888006 2009  3 30     -3.5      6.9     80.5      6.3      0.1
    888006 2009  3 31     -2.2      6.0     83.7      5.1     15.9
    888006 2009  4  1     -2.9      4.7     75.3      2.3      9.5
    888006 2009  4  2     -0.4      6.7     83.3      3.3      0.7
    888006 2009  4  3      0.4      4.2     78.8      2.5      0.0
    888006 2009  4  4      0.4      2.8     74.6      2.2      0.0
    888006 2009  4  5     -0.4      6.3     79.8      4.7      0.0
    888006 2009  4  6     -0.3      5.2     80.9      3.2      6.9
    888006 2009  4  7     -0.3      6.8     74.9      4.0      0.1
    888006 2009  4  8      1.6      6.9     74.3      4.3      6.5
    888006 2009  4  9      1.2      6.4     74.7      3.2      8.2
    888006 2009  4 10      2.8      7.0     79.1      3.4      2.0
    888006 2009  4 11      5.2      5.5     65.2      4.2      0.0
    888006 2009  4 12      0.8      6.8     84.6      2.5      2.6
    888006 2009  4 13     -1.0      3.4     73.0      2.1      7.1
    888006 2009  4 14      1.2      4.8     73.5      2.1      0.0
    888006 2009  4 15      2.8      5.1     72.4      1.9      0.0
    888006 2009  4 16      0.5      6.7     84.3      1.8      0.0
    888006 2009  4 17      0.6      3.4     72.4      2.5      1.1
    888006 2009  4 18      0.6      2.5     69.1      2.2      0.0
    888006 2009  4 19      1.5      4.3     73.1      2.9      0.0
    888006 2009  4 20      0.7      6.7     74.9      2.2      0.0
    888006 2009  4 21      1.2      4.5     72.0      2.0      0.0
    888006 2009  4 22      1.1      4.8     78.3      1.7      3.1
    888006 2009  4 23      2.4      3.7     64.9      2.9      0.0
    888006 2009  4 24      4.0      6.1     58.1      2.7      0.0
    888006 2009  4 25      3.6      3.4     58.5      2.8      0.0
    888006 2009  4 26      4.2      5.8     65.3      2.7      0.2
    888006 2009  4 27      2.0      6.5     84.7      2.3      2.4
    888006 2009  4 28      2.8      5.7     82.7      2.0     20.1
    888006 2009  4 29      4.7      6.3     75.8      3.3      0.6
    888006 2009  4 30      6.6      4.5     70.5      3.2      0.9
    888006 2009  5  1      7.3      4.0     64.9      3.1      0.0
    888006 2009  5  2      3.5      6.0     77.1      3.6      4.6
    888006 2009  5  3      1.6      5.4     69.0      2.6      5.3
    888006 2009  5  4      0.9      5.0     71.7      3.6      0.2
    888006 2009  5  5     -0.0      5.7     79.1      5.1      2.3
    888006 2009  5  6     -0.3      5.0     74.7      4.1      3.9
    888006 2009  5  7      0.3      6.1     75.4      5.2      6.0
    888006 2009  5  8      0.9      6.5     72.2      6.0     22.5
    888006 2009  5  9      0.7      5.7     75.8      4.9      6.4
    888006 2009  5 10      0.3      6.8     79.0      3.7      3.3
    888006 2009  5 11      0.5      4.2     61.4      3.5      0.5
    888006 2009  5 12      2.0      3.9     66.8      2.8      0.0
    888006 2009  5 13      3.3      4.5     58.4      2.1      0.0
    888006 2009  5 14      3.5      4.9     61.8      3.0      0.0
    888006 2009  5 15      5.1      1.1     48.1      4.0      0.3
    888006 2009  5 16      6.2      4.2     54.3      4.6      0.0
    888006 2009  5 17      5.8      5.4     52.9      4.7      0.4
    888006 2009  5 18      4.0      7.4     73.7      3.8      0.9
    888006 2009  5 19      4.0      6.9     79.4      2.6      4.6
    888006 2009  5 20      4.3      6.4     74.8      2.0      0.8
    888006 2009  5 21      4.4      6.0     74.5      1.9      0.1
    888006 2009  5 22      5.1      6.9     77.6      2.5      0.3
    888006 2009  5 23      4.9      4.4     72.0      2.7      1.9
    888006 2009  5 24      5.3      6.0     74.6      2.6      0.1
    888006 2009  5 25      5.2      5.2     71.4      3.2      0.1
    888006 2009  5 26      3.2      7.8     88.2      2.2      1.8
    888006 2009  5 27      1.1      6.7     81.2      5.4     36.4
    888006 2009  5 28      2.5      5.4     72.2      4.7     14.3
    888006 2009  5 29      5.0      5.1     71.0      2.4      0.0
    888006 2009  5 30      8.1      0.6     62.6      2.3      0.1
    888006 2009  5 31      8.7      1.0     57.0      2.5      0.1
    888006 2009  6  1      8.0      4.2     61.4      2.9      0.0
    888006 2009  6  2      4.5      5.1     61.6      4.9      0.0
    888006 2009  6  3      1.9      4.2     57.7      4.8      1.4
    888006 2009  6  4      2.1      5.3     55.4      4.3      0.0
    888006 2009  6  5      4.6      5.8     56.0      3.0      0.2
    888006 2009  6  6      4.6      4.3     58.1      2.5      0.0
    888006 2009  6  7      4.2      5.5     65.4      2.4      0.0
    888006 2009  6  8      3.8      6.0     74.8      2.0      0.0
    888006 2009  6  9      4.7      6.4     72.6      2.5      4.2
    888006 2009  6 10      5.1      7.0     75.9      2.3      0.2
    888006 2009  6 11      3.9      6.3     79.7      2.5     10.6
    888006 2009  6 12      5.9      7.3     75.8      3.1      0.1
    888006 2009  6 13      5.1      4.1     65.9      3.7      0.2
    888006 2009  6 14      4.2      4.8     63.7      3.5      0.0
    888006 2009  6 15      3.2      4.7     57.6      4.1      0.0
    888006 2009  6 16      2.3      4.3     61.1      3.2      0.0
    888006 2009  6 17      4.3      3.9     58.7      2.9      0.0
    888006 2009  6 18      3.0      6.7     80.3      3.9      8.2
    888006 2009  6 19      3.7      6.2     76.8      2.4      4.8
    888006 2009  6 20      4.4      6.0     74.9      2.9      1.0
    888006 2009  6 21      6.0      4.5     69.3      2.1      0.0
    888006 2009  6 22      6.7      5.2     67.2      2.5      0.0
    888006 2009  6 23      7.9      4.8     68.8      2.0      0.0
    888006 2009  6 24     10.7      1.1     62.7      1.9      0.0
    888006 2009  6 25     12.6      2.1     56.6      2.2      0.0
    888006 2009  6 26     13.8      2.9     50.6      3.1      0.0
    888006 2009  6 27     13.5      2.7     53.2      2.1      0.0
    888006 2009  6 28     13.5      4.2     55.0      1.9      0.0
    888006 2009  6 29     13.9      5.9     56.3      2.1      0.0
    888006 2009  6 30     11.8      6.5     70.2      1.6      0.0
    888006 2009  7  1     13.3      3.1     67.6      2.0      1.2
    888006 2009  7  2     14.4      2.7     63.0      2.0      0.0
    888006 2009  7  3     15.3      1.6     60.2      2.2      0.1
    888006 2009  7  4     15.2      2.1     63.8      2.4      0.1
    888006 2009  7  5     13.7      5.8     73.4      3.1      0.0
    888006 2009  7  6     12.3      6.9     76.6      2.5      0.0
    888006 2009  7  7     10.3      6.9     81.1      2.1      2.1
    888006 2009  7  8      8.1      6.9     79.3      2.9     15.2
    888006 2009  7  9      9.9      6.9     73.9      3.1     10.0
    888006 2009  7 10     10.2      6.0     64.5      3.2      2.0
    888006 2009  7 11     10.9      6.0     71.8      2.5      0.2
    888006 2009  7 12     11.3      6.3     71.2      2.3      0.1
    888006 2009  7 13     10.1      7.0     77.9      2.8      0.6
    888006 2009  7 14      9.8      5.5     74.4      2.1      7.9
    888006 2009  7 15     10.8      6.4     75.4      2.4      0.0
    888006 2009  7 16      8.9      6.3     83.1      2.5      1.2
    888006 2009  7 17     11.9      5.8     70.0      2.2      0.4
    888006 2009  7 18     12.6      7.3     71.2      4.3      3.1
    888006 2009  7 19     10.8      7.5     84.1      3.0      8.4
    888006 2009  7 20      7.3      7.3     87.5      3.4      4.2
    888006 2009  7 21      6.7      7.2     85.4      4.2     13.1
    888006 2009  7 22      8.6      6.6     80.6      2.6      0.6
    888006 2009  7 23      9.1      7.4     84.0      2.6      1.7
    888006 2009  7 24      8.6      6.5     83.0      2.4      8.4
    888006 2009  7 25      8.6      6.9     81.9      3.6      2.7
    888006 2009  7 26      8.4      6.2     75.4      3.4      0.4
    888006 2009  7 27      8.4      7.5     82.0      2.4      0.0
    888006 2009  7 28      7.8      5.7     81.5      2.5      6.7
    888006 2009  7 29      8.0      7.3     80.8      3.0      0.8
    888006 2009  7 30      9.6      7.7     79.4      4.5      4.2
    888006 2009  7 31      7.4      6.8     84.9      3.8      8.4
    888006 2009  8  1      8.0      5.6     70.9      2.3      6.5
    888006 2009  8  2      9.8      7.1     72.2      3.2      0.0
    888006 2009  8  3      9.8      6.9     85.1      2.4     14.8
    888006 2009  8  4     11.7      5.8     79.9      2.0      7.8
    888006 2009  8  5     12.3      5.6     75.8      2.3      0.1
    888006 2009  8  6     12.5      6.6     80.0      1.6      0.6
    888006 2009  8  7     13.2      5.6     74.1      2.2      0.5
    888006 2009  8  8     12.7      6.9     75.5      2.6      0.0
    888006 2009  8  9     12.2      6.2     78.9      2.0      0.3
    888006 2009  8 10     11.0      7.0     79.6      2.2      0.8
    888006 2009  8 11      9.0      6.6     80.3      3.4      0.1
    888006 2009  8 12      7.3      6.5     82.1      2.6      7.2
    888006 2009  8 13      6.2      5.8     76.8      3.9      6.1
    888006 2009  8 14      5.4      5.0     76.0      3.5      0.8
    888006 2009  8 15      5.5      7.5     87.1      3.2      2.0
    888006 2009  8 16      7.2      7.3     87.5      3.8     50.4
    888006 2009  8 17      7.1      6.6     83.4      3.7     21.3
    888006 2009  8 18      6.1      4.6     74.6      3.4      5.5
    888006 2009  8 19      7.8      6.5     78.2      3.1      0.5
    888006 2009  8 20     14.7      7.0     70.7      5.2      0.0
    888006 2009  8 21      9.9      6.3     76.4      3.2     17.4
    888006 2009  8 22      7.2      5.4     77.2      2.4      2.7
    888006 2009  8 23      7.6      5.5     75.5      2.3      1.5
    888006 2009  8 24      9.6      7.4     75.9      3.7      2.4
    888006 2009  8 25     11.3      7.2     73.9      3.8      3.4
    888006 2009  8 26      8.2      5.8     79.8      2.4      6.5
    888006 2009  8 27      8.7      7.5     87.5      2.9      4.2
    888006 2009  8 28      8.2      7.5     86.4      3.3      4.9
    888006 2009  8 29      5.6      6.5     82.3      4.0     12.0
    888006 2009  8 30      5.8      6.9     80.9      5.5      4.2
    888006 2009  8 31      7.2      7.6     87.7      3.8     12.5
    888006 2009  9  1      9.1      7.3     86.9      4.1     19.9
    888006 2009  9  2      6.0      6.4     85.0      2.8     28.2
    888006 2009  9  3      6.7      6.6     80.0      3.7      4.7
    888006 2009  9  4      7.5      7.5     83.6      2.7      0.4
    888006 2009  9  5      7.3      6.7     79.6      3.0      2.3
    888006 2009  9  6      5.3      5.4     83.7      2.9      0.9
    888006 2009  9  7      6.2      6.6     85.3      4.1      3.9
    888006 2009  9  8      7.3      7.7     81.8      4.7     12.5
    888006 2009  9  9      6.7      5.0     78.6      6.9     36.7
    888006 2009  9 10      6.2      4.7     82.3      3.1      3.0
    888006 2009  9 11      5.6      7.0     86.9      3.8      0.3
    888006 2009  9 12      5.7      6.5     82.9      5.4      1.1
    888006 2009  9 13      6.9      3.3     75.0      2.9      4.3
    888006 2009  9 14      6.5      1.0     75.3      1.7      0.1
    888006 2009  9 15      4.7      3.6     81.6      2.8      0.0
    888006 2009  9 16      4.4      5.4     80.0      4.9      1.2
    888006 2009  9 17      4.0      6.8     81.8      3.5      0.8
    888006 2009  9 18      6.2      5.9     79.0      2.5      0.0
    888006 2009  9 19      6.9      4.2     76.1      2.7      0.0
    888006 2009  9 20      5.5      6.0     81.9      3.7      0.0
    888006 2009  9 21      5.0      6.7     83.0      4.1      3.2
    888006 2009  9 22      6.7      6.3     80.7      6.9      3.7
    888006 2009  9 23      3.0      5.8     81.9      5.6     12.1
    888006 2009  9 24      3.0      5.6     83.5      4.6     24.6
    888006 2009  9 25      6.5      6.9     86.5      5.0      3.5
    888006 2009  9 26      6.9      6.4     84.1      5.4      0.8
    888006 2009  9 27      5.7      7.1     83.3      6.7      4.3
    888006 2009  9 28      0.7      5.0     78.8      6.6     47.1
    888006 2009  9 29      0.3      4.3     75.2      5.0      8.0
    888006 2009  9 30     -0.7      6.7     84.9      3.4      0.0
    888006 2009 10  1     -0.6      5.2     80.5      3.3      1.7
    888006 2009 10  2     -1.5      3.4     79.0      2.6      0.1
    888006 2009 10  3     -0.3      7.7     84.2      4.0      8.1
    888006 2009 10  4      0.1      6.9     85.4      4.8     10.1
    888006 2009 10  5     -1.1      3.9     79.5      3.6     11.7
    888006 2009 10  6     -0.6      7.6     85.2      3.8      0.7
    888006 2009 10  7      0.4      4.7     82.6      6.1     28.1
    888006 2009 10  8     -1.6      6.6     85.9      3.3      5.8
    888006 2009 10  9     -3.1      3.9     76.6      2.5      5.9
    888006 2009 10 10     -3.0      4.4     75.6      2.7      0.1
    888006 2009 10 11     -0.3      7.0     80.1      3.3      3.7
    888006 2009 10 12     -1.6      3.2     75.8      2.9      0.7
    888006 2009 10 13     -6.4      1.1     71.2      2.1      0.0
    888006 2009 10 14     -4.7      1.9     69.2      2.3      0.1
    888006 2009 10 15      1.3      5.7     81.2      2.6      0.1
    888006 2009 10 16     -0.1      3.9     74.0      4.6      9.2
    888006 2009 10 17     -2.8      2.5     78.2      2.3      0.0
    888006 2009 10 18     -2.2      5.5     78.0      2.3      0.0
    888006 2009 10 19     -2.1      4.5     86.5      1.9      0.8
    888006 2009 10 20     -2.0      6.2     83.0      2.3      0.1
    888006 2009 10 21     -0.2      5.3     77.0      4.1      0.0
    888006 2009 10 22      0.2      4.8     72.2      4.8      0.1
    888006 2009 10 23      2.6      7.1     77.3      3.8      0.0
    888006 2009 10 24      0.8      6.9     72.1      4.3      0.0
    888006 2009 10 25      2.2      7.3     71.5      4.2      0.1
    888006 2009 10 26      0.4      5.9     84.0      1.9      0.5
    888006 2009 10 27     -1.6      3.6     85.9      1.8      0.1
    888006 2009 10 28     -2.4      4.0     79.9      2.8      0.1
    888006 2009 10 29     -1.0      4.9     78.6      2.2      0.0
    888006 2009 10 30     -3.4      3.2     85.6      1.7      0.0
    888006 2009 10 31     -1.4      6.3     78.3      3.1      0.0
    888006 2009 11  1      1.4      7.7     78.3      5.0      1.3
    888006 2009 11  2      2.4      7.5     71.2      7.0      0.9
    888006 2009 11  3      4.5      7.0     73.2      5.8      0.2
    888006 2009 11  4     -1.5      5.9     63.7      8.1      0.3
    888006 2009 11  5     -2.8      5.7     65.2      5.1      0.2
    888006 2009 11  6     -3.0      5.2     70.8      3.4      0.1
    888006 2009 11  7      2.1      6.6     71.8      4.7      0.0
    888006 2009 11  8      1.9      6.7     77.3      2.8      0.3
    888006 2009 11  9     -4.3      3.9     84.8      2.0      0.2
    888006 2009 11 10     -5.5      2.2     81.4      2.1      0.1
    888006 2009 11 11     -6.5      6.4     79.2      2.0      0.1
    888006 2009 11 12     -8.6      4.6     76.9      2.3      0.1
    888006 2009 11 13     -4.2      6.2     74.6      3.7      0.1
    888006 2009 11 14      0.2      7.8     79.0      5.5      4.9
    888006 2009 11 15      2.4      6.1     82.6      3.8      5.8
    888006 2009 11 16      0.2      5.6     76.9      3.6      2.9
    888006 2009 11 17      3.1      6.8     74.3      4.8      0.3
    888006 2009 11 18      0.6      6.0     85.7      2.7      1.8
    888006 2009 11 19      1.7      7.6     90.4      3.1      3.2
    888006 2009 11 20      4.3      7.5     89.4      4.7     37.6
    888006 2009 11 21      1.5      4.0     83.2      5.0      6.8
    888006 2009 11 22      1.1      7.3     88.9      3.6      4.3
    888006 2009 11 23      0.4      7.0     88.3      2.8     14.5
    888006 2009 11 24     -0.3      5.0     91.1      2.8      4.0
    888006 2009 11 25      1.3      7.0     85.0      5.2      3.5
    888006 2009 11 26      0.9      6.9     86.2      5.2     40.7
    888006 2009 11 27     -0.6      6.2     89.1      2.5     14.4
    888006 2009 11 28     -2.0      6.6     88.9      1.5      0.0
    888006 2009 11 29     -2.8      5.8     89.2      1.8      0.0
    888006 2009 11 30     -6.6      4.3     86.4      2.5      2.6
    888006 2009 12  1     -7.0      3.1     84.1      2.7      0.2
    888006 2009 12  2     -4.5      5.9     66.4      3.5      0.0
    888006 2009 12  3     -2.6      6.6     60.1      4.9      0.0
