     MetID    Y  M  D      TAM      NNM      UUM      FFM       RR
    888001 2009  1  1     -9.3      1.5     71.0      4.4      0.0
    888001 2009  1  2     -8.6      2.2     74.9      5.5      0.0
    888001 2009  1  3     -3.9      4.2     74.9      4.1      0.0
    888001 2009  1  4    -16.7      1.7     81.9      4.8      0.5
    888001 2009  1  5    -14.1      2.8     75.5      6.0      0.0
    888001 2009  1  6     -0.6      5.4     67.6      6.4      0.0
    888001 2009  1  7     -7.6      2.1     67.7      4.6      0.0
    888001 2009  1  8     -0.1      5.8     74.3      6.7      0.6
    888001 2009  1  9      4.3      4.4     75.3      5.3      0.0
    888001 2009  1 10     -2.7      4.6     72.7      4.2      0.0
    888001 2009  1 11      5.2      6.8     70.9      4.6      0.0
    888001 2009  1 12      5.8      5.9     77.1      5.8      0.9
    888001 2009  1 13      2.3      2.8     69.5      6.5      2.4
    888001 2009  1 14     -1.0      2.2     67.4      3.7      0.0
    888001 2009  1 15     -6.2      4.0     74.5      3.4      0.1
    888001 2009  1 16     -7.8      7.8     82.1      5.7      0.4
    888001 2009  1 17     -5.4      7.8     84.5      5.0      9.6
    888001 2009  1 18     -4.2      7.8     79.8      4.4      3.8
    888001 2009  1 19     -3.0      7.5     86.5      2.8     15.7
    888001 2009  1 20     -1.8      7.4     84.0      5.5      3.8
    888001 2009  1 21      0.3      6.9     80.8      4.7      5.1
    888001 2009  1 22     -0.2      6.7     79.9      6.3      6.2
    888001 2009  1 23     -1.9      7.8     81.6      7.7      7.9
    888001 2009  1 24     -1.5      7.8     81.1      9.4      6.8
    888001 2009  1 25     -2.8      7.3     86.4      2.3     19.4
    888001 2009  1 26     -6.6      6.8     82.7      2.4      1.4
    888001 2009  1 27    -14.2      5.2     82.3      1.2      0.0
    888001 2009  1 28     -8.3      5.9     86.4      1.5      0.0
    888001 2009  1 29    -11.3      5.7     87.2      2.2      0.3
    888001 2009  1 30    -17.6      1.7     80.7      2.1      0.0
    888001 2009  1 31    -18.3      1.4     79.1      2.8      0.0
    888001 2009  2  1    -17.3      4.7     81.6      3.0      0.0
    888001 2009  2  2    -16.3      1.0     79.6      2.7      0.0
