     MetID    Y  M  D      TAM      NNM      UUM      FFM       RR
    888004 2009  1  1    -11.1      2.4     78.1      2.1      0.3
    888004 2009  1  2     -9.2      4.2     83.7      3.9      0.0
    888004 2009  1  3     -4.2      4.8     84.4      3.8      3.9
    888004 2009  1  4    -13.5      1.6     78.8      1.9      1.2
    888004 2009  1  5    -11.6      3.9     79.1      3.1      0.0
    888004 2009  1  6     -3.8      6.4     81.5      6.2      3.2
    888004 2009  1  7     -9.2      3.4     76.0      3.6      9.2
    888004 2009  1  8     -1.7      6.9     89.5      6.1      4.6
    888004 2009  1  9      1.7      5.9     88.6      4.9      9.8
    888004 2009  1 10      0.0      5.7     70.3      6.0      0.8
    888004 2009  1 11      2.1      7.4     85.0      6.9     15.1
    888004 2009  1 12      2.5      7.1     86.7      6.0     17.2
    888004 2009  1 13     -0.1      5.1     82.8      6.4     34.1
    888004 2009  1 14     -3.9      3.3     81.4      3.0      5.9
    888004 2009  1 15     -7.3      2.7     72.5      3.6      0.0
    888004 2009  1 16     -3.5      7.5     66.5      6.3      0.0
    888004 2009  1 17     -2.4      7.5     65.9      7.1      0.1
    888004 2009  1 18     -3.0      7.4     69.1      7.2      0.0
    888004 2009  1 19     -1.6      6.0     68.5      5.2      0.4
    888004 2009  1 20     -2.1      7.5     74.9      5.4      0.5
    888004 2009  1 21     -0.6      6.9     82.5      4.6      1.5
    888004 2009  1 22     -1.3      5.7     70.6      5.8      5.7
    888004 2009  1 23     -1.6      7.6     68.1      6.5      0.2
    888004 2009  1 24     -1.8      7.6     71.0      5.5      0.2
    888004 2009  1 25     -5.5      5.2     74.3      2.9      1.0
    888004 2009  1 26     -7.5      5.4     72.5      2.7      0.1
    888004 2009  1 27     -7.7      5.9     76.3      2.3      0.0
    888004 2009  1 28     -1.8      6.8     85.1      2.0      0.1
    888004 2009  1 29     -5.7      6.0     84.5      2.2      0.2
    888004 2009  1 30     -7.3      2.6     72.3      2.3      0.0
    888004 2009  1 31     -8.3      2.0     70.1      2.2      0.0
    888004 2009  2  1     -7.8      4.9     72.7      1.7      0.2
    888004 2009  2  2     -5.5      1.7     64.3      2.3      0.0
    888004 2009  2  3     -9.5      3.7     66.8      2.1      0.0
    888004 2009  2  4     -6.2      7.7     84.0      2.0      1.0
    888004 2009  2  5     -6.1      6.6     87.8      1.8      6.3
    888004 2009  2  6     -7.2      7.5     83.6      2.2      2.7
    888004 2009  2  7     -8.0      6.1     83.7      1.9      1.4
    888004 2009  2  8    -13.8      3.9     80.2      2.7      1.7
    888004 2009  2  9     -8.0      4.7     82.0      3.0      0.4
    888004 2009  2 10    -14.1      2.4     77.7      2.0      0.2
    888004 2009  2 11    -11.2      3.0     78.5      2.3      0.0
    888004 2009  2 12     -8.6      4.1     83.3      2.1      0.1
    888004 2009  2 13    -12.8      2.3     81.7      1.9      0.0
    888004 2009  2 14    -10.9      4.9     79.7      2.1      0.0
    888004 2009  2 15     -5.2      7.5     89.4      2.1     14.5
    888004 2009  2 16     -2.6      7.7     88.0      2.7     10.3
    888004 2009  2 17     -3.6      7.6     86.4      3.2      1.1
    888004 2009  2 18     -2.3      7.2     89.6      1.9      7.3
    888004 2009  2 19     -0.9      7.5     92.6      2.3      1.2
    888004 2009  2 20     -1.6      7.3     87.5      2.5      2.8
    888004 2009  2 21     -0.6      7.8     91.8      3.2      6.6
    888004 2009  2 22     -0.2      7.0     90.6      4.5     27.9
    888004 2009  2 23     -1.6      5.2     82.0      3.4      9.2
    888004 2009  2 24     -1.8      7.0     88.9      3.4      0.2
    888004 2009  2 25     -0.8      7.1     90.3      3.2      5.7
    888004 2009  2 26     -3.0      4.8     83.7      2.3     11.3
    888004 2009  2 27     -6.2      3.9     74.4      3.4      0.4
    888004 2009  2 28     -7.7      6.9     73.2      3.2      0.0
    888004 2009  3  1     -3.6      7.9     83.7      3.9     12.7
    888004 2009  3  2     -2.3      7.2     82.5      2.7      4.5
    888004 2009  3  3     -2.1      5.8     73.4      4.2      2.6
    888004 2009  3  4     -0.6      7.3     65.7      6.7      0.2
    888004 2009  3  5     -2.1      6.7     65.7      6.0      0.0
    888004 2009  3  6     -1.2      7.7     74.9      4.5      0.0
    888004 2009  3  7     -3.1      7.4     74.1      4.3      0.7
    888004 2009  3  8     -2.8      6.9     75.3      5.4      0.9
    888004 2009  3  9     -1.6      7.2     71.2      4.7      0.6
    888004 2009  3 10     -2.3      6.1     79.1      2.4      3.1
