     MetID    Y  M  D      TAM      NNM      UUM      FFM       RR
    888007 2009  1  1     -6.6      1.5     81.2      2.0      6.9
    888007 2009  1  2     -7.3      5.0     86.1      2.5      0.0
    888007 2009  1  3     -3.2      4.8     88.7      2.9     14.7
    888007 2009  1  4     -9.1      0.8     81.9      1.9     11.7
    888007 2009  1  5    -10.3      4.2     81.2      2.2     11.5
    888007 2009  1  6     -1.7      7.1     82.8      5.0     38.1
    888007 2009  1  7     -6.6      4.0     79.1      2.9     16.5
    888007 2009  1  8     -0.4      7.7     91.6      4.8     34.1
    888007 2009  1  9      2.2      6.9     91.3      3.7     74.7
    888007 2009  1 10      3.7      6.4     71.2      6.7      8.9
    888007 2009  1 11      5.5      7.8     85.8      6.7     29.2
    888007 2009  1 12      6.5      7.6     85.6      6.1    123.9
    888007 2009  1 13      3.7      6.5     80.8      6.1     49.9
    888007 2009  1 14     -0.8      3.9     86.0      2.2     29.1
    888007 2009  1 15     -2.6      2.5     72.1      3.8      0.0
    888007 2009  1 16      2.0      7.6     62.6      6.7      0.1
    888007 2009  1 17      3.9      7.4     57.8      7.5      0.9
    888007 2009  1 18      2.5      7.3     64.8      7.2      0.0
    888007 2009  1 19      2.8      4.9     64.5      5.4      3.1
    888007 2009  1 20      1.5      7.6     72.7      5.2     20.1
    888007 2009  1 21      1.5      7.3     87.1      4.4     45.5
    888007 2009  1 22      2.6      5.4     66.7      6.0      0.7
    888007 2009  1 23      2.8      7.6     63.7      6.0      0.8
    888007 2009  1 24      2.2      7.8     68.6      4.6      4.3
    888007 2009  1 25     -0.1      3.3     72.8      3.5      0.4
    888007 2009  1 26     -0.4      5.2     69.4      3.3      0.0
    888007 2009  1 27     -2.6      7.0     78.1      3.2      0.0
    888007 2009  1 28      0.5      7.7     89.6      2.6      4.5
    888007 2009  1 29      0.1      6.7     88.5      2.6      7.8
    888007 2009  1 30     -3.8      2.3     80.4      2.5      0.0
    888007 2009  1 31     -5.0      2.1     79.2      2.3      0.0
    888007 2009  2  1     -6.5      5.7     84.1      1.7      0.0
    888007 2009  2  2     -6.4      1.3     76.7      2.0      0.0
    888007 2009  2  3     -5.6      2.9     67.9      2.0      0.0
    888007 2009  2  4     -3.3      7.9     85.5      1.6      0.0
    888007 2009  2  5     -2.5      7.3     90.9      1.4     16.2
    888007 2009  2  6     -3.5      7.5     84.6      2.0      8.1
    888007 2009  2  7     -4.6      5.3     81.8      1.8      0.5
    888007 2009  2  8    -10.8      2.1     80.6      1.9      0.3
    888007 2009  2  9     -6.8      6.4     86.7      2.4      2.7
    888007 2009  2 10     -8.8      1.8     82.5      1.8     23.7
    888007 2009  2 11     -7.4      4.9     82.4      2.0      0.8
    888007 2009  2 12     -5.1      5.8     87.2      1.8      0.8
    888007 2009  2 13     -8.5      1.4     83.3      1.8      3.4
    888007 2009  2 14     -7.6      6.3     82.0      2.0      0.0
    888007 2009  2 15     -1.7      7.8     91.4      2.7     16.6
    888007 2009  2 16      0.3      7.8     92.2      2.3     17.0
    888007 2009  2 17     -0.2      7.8     90.2      3.2     20.6
    888007 2009  2 18      0.1      7.8     92.4      1.8     18.6
    888007 2009  2 19      0.9      7.8     94.1      1.7      7.7
    888007 2009  2 20      1.0      7.3     90.8      2.1      4.8
    888007 2009  2 21      0.8      7.9     93.4      3.4     33.2
    888007 2009  2 22      2.7      7.6     91.6      4.2     95.9
    888007 2009  2 23      1.4      5.4     86.1      2.7      5.1
    888007 2009  2 24      0.6      7.7     92.1      2.2      7.0
    888007 2009  2 25      1.2      7.6     92.3      2.8     18.4
    888007 2009  2 26      1.1      5.5     87.2      2.1     27.3
    888007 2009  2 27     -1.2      4.1     75.1      2.8      4.0
    888007 2009  2 28     -2.5      7.5     77.1      3.8      0.2
    888007 2009  3  1     -0.0      8.0     88.4      3.9     40.1
    888007 2009  3  2      1.1      7.5     87.4      2.9     23.2
    888007 2009  3  3      2.7      6.0     73.5      4.2     15.5
    888007 2009  3  4      5.4      7.1     57.0      6.3      0.9
    888007 2009  3  5      4.4      6.3     56.4      6.1      0.0
    888007 2009  3  6      1.9      7.9     80.3      3.3      0.0
    888007 2009  3  7      2.0      7.4     74.0      4.1     14.7
    888007 2009  3  8      1.9      6.9     76.8      5.3     12.3
    888007 2009  3  9      2.1      7.5     77.0      4.8     18.3
    888007 2009  3 10      0.5      6.6     86.3      2.2     32.0
    888007 2009  3 11      0.7      4.9     80.7      2.1      0.7
    888007 2009  3 12      0.2      7.8     88.0      3.8     26.6
    888007 2009  3 13      1.3      6.8     90.2      2.7     48.8
    888007 2009  3 14      2.6      6.3     78.2      2.6     11.2
    888007 2009  3 15      1.7      7.3     78.8      2.2      0.0
    888007 2009  3 16      2.0      7.7     91.2      2.7     52.4
    888007 2009  3 17      2.4      6.5     75.5      5.2     21.6
    888007 2009  3 18      2.5      6.3     82.1      2.8     11.4
    888007 2009  3 19      0.8      2.3     75.8      1.9      0.0
    888007 2009  3 20      0.4      4.3     76.0      2.1      0.0
    888007 2009  3 21      1.3      6.8     77.9      2.1      0.0
    888007 2009  3 22      0.7      7.0     87.4      3.6      3.3
