     MetID    Y  M  D      TAM      NNM      UUM      FFM       RR
    888010 2009  1  1    -11.5      2.4     77.5      2.5      1.9
    888010 2009  1  2    -10.9      3.4     80.4      3.7      0.0
    888010 2009  1  3     -6.7      4.6     81.1      3.3      4.7
    888010 2009  1  4    -17.1      1.9     79.7      2.4      0.5
    888010 2009  1  5    -15.4      3.7     77.8      3.4      0.0
    888010 2009  1  6     -5.5      5.9     76.4      5.4      8.7
    888010 2009  1  7    -10.1      2.9     72.6      3.4     12.3
    888010 2009  1  8     -4.8      6.2     83.5      5.4      3.8
    888010 2009  1  9     -1.0      5.0     82.9      4.2      8.7
    888010 2009  1 10     -5.4      5.1     72.1      4.9      1.2
    888010 2009  1 11      0.1      7.0     81.2      5.9      2.0
    888010 2009  1 12      0.4      6.4     83.5      5.6     14.9
    888010 2009  1 13     -1.7      3.9     77.1      5.6     17.0
    888010 2009  1 14     -5.2      2.7     75.0      2.9      3.8
    888010 2009  1 15    -10.2      3.0     74.4      2.8      0.0
    888010 2009  1 16     -8.5      7.6     72.4      5.1      1.0
    888010 2009  1 17     -6.8      7.6     73.3      5.5      3.7
    888010 2009  1 18     -6.5      7.6     74.5      5.6      2.1
    888010 2009  1 19     -5.2      6.8     76.5      3.8      7.9
    888010 2009  1 20     -4.9      7.4     79.1      4.5      3.5
    888010 2009  1 21     -3.3      6.8     81.7      4.3      3.5
    888010 2009  1 22     -3.5      6.1     75.2      4.9      1.4
    888010 2009  1 23     -4.4      7.6     74.5      5.6      4.4
    888010 2009  1 24     -4.4      7.6     76.7      5.4      7.9
    888010 2009  1 25     -7.1      6.5     81.3      2.3     10.9
    888010 2009  1 26     -9.9      6.1     78.6      2.1      0.1
    888010 2009  1 27    -13.9      5.4     80.4      1.8      0.0
    888010 2009  1 28     -8.6      6.3     85.1      1.7      0.2
    888010 2009  1 29    -10.9      5.8     86.0      1.9      0.6
    888010 2009  1 30    -16.2      2.5     78.6      1.9      0.0
    888010 2009  1 31    -17.0      1.9     76.2      2.0      0.0
    888010 2009  2  1    -16.1      4.5     78.9      1.8      0.0
    888010 2009  2  2    -15.2      1.6     76.2      1.9      0.0
    888010 2009  2  3    -17.6      3.7     72.5      2.0      0.0
    888010 2009  2  4    -11.3      7.6     85.3      1.6      1.9
    888010 2009  2  5    -13.0      6.5     87.6      1.5     18.6
    888010 2009  2  6    -12.3      7.6     86.6      1.7      1.4
    888010 2009  2  7    -10.6      6.9     86.0      1.6     10.4
    888010 2009  2  8    -12.4      5.1     80.4      2.7      5.9
    888010 2009  2  9    -12.0      3.6     80.2      2.9      1.0
    888010 2009  2 10    -18.6      2.3     79.5      2.1      0.0
    888010 2009  2 11    -16.2      1.9     77.5      2.5      0.2
    888010 2009  2 12    -10.0      2.6     80.8      2.3      0.2
    888010 2009  2 13    -12.4      2.8     80.0      2.3      0.7
    888010 2009  2 14    -13.6      3.7     79.8      2.1      0.0
    888010 2009  2 15     -9.1      7.3     88.8      1.6     13.5
